CEP Inicial;CEP Final;UF;IBGE do Município;Nome do Município (Base IBGE);Base;Risco;Prazo;Tipo de Atendimento;Localidade Comercial;Geografia Comercial
04447010;04447020;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04447901;04447902;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04459000;04459010;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04459020;04459020;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04459050;04459060;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04462000;04462030;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04462090;04462090;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04462105;04462105;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04462120;04462120;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04462140;04462140;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04463000;04463010;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04463030;04463120;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04466090;04466120;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
04467000;04467030;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04467040;04467065;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04467080;04467110;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04467145;04467145;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04470192;04470200;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04501000;04505901;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04506000;04506905;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04507000;04515910;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04516000;04533914;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04534000;04534904;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04535000;04537908;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04538000;04544150;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04545000;04556903;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04557000;04561914;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04562000;04570905;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04571000;04601908;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04602000;04602925;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04603000;04615904;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04616000;04617910;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04618000;04626911;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04627000;04627902;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04630000;04646071;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04647000;04660907;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04661000;04661903;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04662000;04691904;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04692000;04707910;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04708000;04717917;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04718000;04733400;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04734000;04743903;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04744000;04744070;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04745000;04751901;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04752000;04754902;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04755000;04764901;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04765000;04766900;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04767000;04777001;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04777020;04777080;SP;3550308;SAO PAULO;TZS;Altíssimo;3;Atendido;Capital;SPC
04777090;04777170;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04777900;04784280;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04785000;04795925;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04801000;04801030;SP;3550308;SAO PAULO;TZS;Altíssimo;3;Atendido;Capital;SPC
04802000;04802070;SP;3550308;SAO PAULO;TZS;Altíssimo;3;Atendido;Capital;SPC
04802110;04802110;SP;3550308;SAO PAULO;TZS;Altíssimo;3;Atendido;Capital;SPC
04802130;04802210;SP;3550308;SAO PAULO;TZS;Altíssimo;3;Atendido;Capital;SPC
04803040;04803240;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04805000;04805060;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04805100;04809020;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04809030;04809040;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04809050;04811230;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04812030;04812350;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04812430;04813050;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04813090;04813090;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04813230;04813240;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04813260;04813320;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04813340;04814000;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04814205;04814205;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04814255;04814255;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04815000;04815370;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04816010;04816010;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04816100;04816900;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04820000;04821160;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04821170;04821190;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04821200;04823070;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04823080;04823130;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04823140;04824180;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04826000;04826025;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04826080;04826210;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04826310;04826490;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04827000;04827270;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04828000;04828070;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04829000;04829100;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04829240;04829280;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04830000;04830020;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04830260;04830410;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04833000;04833907;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04836000;04836020;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04836140;04836210;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04836901;04836903;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04837000;04837090;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04837160;04837220;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04841000;04841340;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04842045;04842045;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04843230;04843230;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04843350;04843530;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04844060;04844140;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04844145;04844145;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04844150;04844610;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04845080;04845270;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04848000;04848000;SP;3550308;SAO PAULO;TZS;Padrão;2;Atendido;Capital;SPC
04870421;04870421;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04891385;04891385;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
04909075;04909075;SP;3550308;SAO PAULO;TZS;Alto;2;Atendido;Capital;SPC
05001000;05001903;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05002000;05011900;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05012000;05020050;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05021000;05022060;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05023000;05033120;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05034000;05037020;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05037030;05037030;SP;3550308;SAO PAULO;TZC;Altíssimo;3;Atendido;Capital;SPC
05037040;05037040;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05037050;05037050;SP;3550308;SAO PAULO;TZC;Altíssimo;3;Atendido;Capital;SPC
05037055;05038040;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05038070;05038070;SP;3550308;SAO PAULO;TZC;Alto;2;Atendido;Capital;SPC
05038090;05042040;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05043000;05047900;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05048000;05049901;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05050000;05061910;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05065000;05068900;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05069000;05074902;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05075000;05077150;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05077160;05077160;SP;3550308;SAO PAULO;TZC;Alto;2;Atendido;Capital;SPC
05077902;05089901;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05092000;05092904;SP;3550308;SAO PAULO;TZC;Alto;2;Atendido;Capital;SPC
05093000;05095040;SP;3550308;SAO PAULO;TZC;Alto;2;Atendido;Capital;SPC
05101000;05101910;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05102000;05105090;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05107000;05108210;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05110903;05110903;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05112000;05113902;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05114000;05116080;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05116090;05116090;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05117000;05126900;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05127000;05133900;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05134000;05145907;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05146000;05147000;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05154000;05154000;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05154010;05154100;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05154120;05154900;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05157030;05157900;SP;3550308;SAO PAULO;TZN;Alto;2;Atendido;Capital;SPC
05159000;05159900;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05160000;05160060;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05160065;05160065;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05160070;05160480;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05161000;05161105;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05161900;05161910;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05162000;05163030;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05164001;05164140;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05170005;05170005;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05170350;05170350;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05171000;05171010;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05171030;05171030;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05171480;05171900;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05172000;05173080;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05174020;05174020;SP;3550308;SAO PAULO;TZN;Altíssimo;3;Atendido;Capital;SPC
05180000;05181660;SP;3550308;SAO PAULO;TZN;Padrão;2;Atendido;Capital;SPC
05301000;05302908;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05303000;05305904;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05310000;05311907;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05312000;05312903;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05313000;05314900;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05315000;05320030;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05321000;05323906;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05324000;05328140;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05329000;05329000;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05329010;05329020;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05329025;05329030;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05329040;05329075;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05329900;05329900;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05330000;05332020;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05333010;05333020;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05333035;05333035;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05333060;05333060;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05333090;05333090;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05333110;05333110;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05333170;05333175;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05333190;05336060;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05337000;05339040;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05339050;05339070;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05339080;05339903;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05340000;05340100;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05340900;05340900;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05340901;05346904;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05347010;05347010;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05347015;05347040;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05347900;05347901;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05347902;05348010;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05348020;05348020;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05348030;05348903;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05350000;05350010;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05350901;05356030;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05356040;05356040;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05356050;05358030;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05358090;05358095;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05358110;05358180;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05359000;05359100;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05359120;05359120;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05359130;05360090;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05361000;05365240;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05366000;05366006;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05366010;05366900;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05367000;05367300;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05368160;05368160;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05371000;05371150;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05372000;05372180;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05372900;05372900;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05372901;05372904;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05373000;05373120;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05374000;05374150;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05374160;05374170;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05374180;05374230;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05376000;05376210;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05379000;05379040;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05379050;05379050;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05379060;05379270;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05381000;05382140;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05386000;05397270;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05397901;05397901;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05398000;05399140;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05401000;05402920;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05403000;05412911;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05413000;05416914;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05417000;05422902;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05423000;05424905;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05425000;05445918;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05446000;05477903;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05501000;05501900;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05502000;05503900;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05505000;05512390;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05512900;05513901;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05514000;05517090;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05518000;05525070;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05525080;05525080;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05525090;05527240;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05528000;05528060;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05528070;05528070;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05528080;05528080;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05528090;05528090;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05528100;05528160;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05528170;05528170;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05528180;05528190;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05528200;05528230;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05528240;05528240;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05528250;05528380;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05530000;05540150;SP;3550308;SAO PAULO;TZO;Padrão;2;Atendido;Capital;SPC
05541000;05541320;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05542000;05542190;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05542200;05542230;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05543000;05543010;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543020;05543020;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543030;05543040;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543050;05543050;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543060;05543060;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543070;05543070;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543080;05543080;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543090;05543090;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05543100;05543140;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05544000;05544050;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05544055;05544055;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05544060;05544250;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05544260;05544260;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05545000;05547020;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05547025;05547025;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05547030;05550010;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05550020;05550020;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05550030;05550030;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05550040;05550040;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05550050;05550060;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05550070;05550100;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05550900;05550900;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05551000;05551250;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05560000;05560900;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05564000;05564200;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05564900;05564900;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05564901;05565185;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05565190;05565190;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05565195;05565270;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05565280;05565280;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05565900;05566150;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05567000;05567250;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05568000;05570060;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05570070;05570070;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05570080;05570120;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05570130;05570230;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05570700;05570780;SP;3550308;SAO PAULO;TZC;Padrão;2;Atendido;Capital;SPC
05571010;05572210;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05573900;05573900;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05574000;05574080;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05574090;05574090;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05574095;05574095;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05574100;05574100;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
05574105;05574160;SP;3550308;SAO PAULO;TZO;Alto;2;Atendido;Capital;SPC
05574170;05574210;SP;3550308;SAO PAULO;TZO;Altíssimo;3;Atendido;Capital;SPC
